種類,農產品,品種名稱,縣市,行政區,盛產月份
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,台中市,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,彰化縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,南投縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,雲林縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,嘉義縣,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,台南市,　,1
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,屏東縣,　,1
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,苗栗縣,　,1
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,台中市,　,1
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,彰化縣,　,1
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,南投縣,　,1
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,嘉義縣,　,1
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,台南市,　,1
花卉,百合,橘色系：新燈紅,苗栗縣,　,1
花卉,百合,橘色系：新燈紅,台中市,　,1
花卉,百合,橘色系：新燈紅,彰化縣,　,1
花卉,百合,橘色系：新燈紅,南投縣,　,1
花卉,百合,橘色系：新燈紅,嘉義縣,　,1
花卉,百合,橘色系：新燈紅,台南市,　,1
花卉,百合,雙色系：亞蘭斯、流星,苗栗縣,　,1
花卉,百合,雙色系：亞蘭斯、流星,台中市,　,1
花卉,百合,雙色系：亞蘭斯、流星,彰化縣,　,1
花卉,百合,雙色系：亞蘭斯、流星,南投縣,　,1
花卉,百合,雙色系：亞蘭斯、流星,嘉義縣,　,1
花卉,百合,雙色系：亞蘭斯、流星,台南市,　,1
花卉,百合,黃色系：正義、木瓜黃、小黑貂,苗栗縣,　,1
花卉,百合,黃色系：正義、木瓜黃、小黑貂,台中市,　,1
花卉,百合,黃色系：正義、木瓜黃、小黑貂,彰化縣,　,1
花卉,百合,黃色系：正義、木瓜黃、小黑貂,南投縣,　,1
花卉,百合,黃色系：正義、木瓜黃、小黑貂,嘉義縣,　,1
花卉,百合,黃色系：正義、木瓜黃、小黑貂,台南市,　,1
花卉,百合,粉色系：貝肯多、蒙提司,苗栗縣,　,1
花卉,百合,粉色系：貝肯多、蒙提司,台中市,　,1
花卉,百合,粉色系：貝肯多、蒙提司,彰化縣,　,1
花卉,百合,粉色系：貝肯多、蒙提司,南投縣,　,1
花卉,百合,粉色系：貝肯多、蒙提司,嘉義縣,　,1
花卉,百合,粉色系：貝肯多、蒙提司,台南市,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,台中市,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,台中市,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,彰化縣,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,南投縣,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,雲林縣,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,台南市,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,高雄市,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,屏東縣,　,1
花卉,玫瑰,白色系：青殼白、比浪卡,花蓮縣,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,台中市,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,台中市,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,彰化縣,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,南投縣,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,雲林縣,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,台南市,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,高雄市,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,屏東縣,　,1
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,花蓮縣,　,1
花卉,玫瑰,紫色系：紫精靈,台中市,　,1
花卉,玫瑰,紫色系：紫精靈,台中市,　,1
花卉,玫瑰,紫色系：紫精靈,彰化縣,　,1
花卉,玫瑰,紫色系：紫精靈,南投縣,　,1
花卉,玫瑰,紫色系：紫精靈,雲林縣,　,1
花卉,玫瑰,紫色系：紫精靈,台南市,　,1
花卉,玫瑰,紫色系：紫精靈,高雄市,　,1
花卉,玫瑰,紫色系：紫精靈,屏東縣,　,1
花卉,玫瑰,紫色系：紫精靈,花蓮縣,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,台中市,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,台中市,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,彰化縣,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,南投縣,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,雲林縣,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,台南市,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,高雄市,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,屏東縣,　,1
花卉,玫瑰,紅色系：大雷射、佳娜紅,花蓮縣,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,台中市,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,台中市,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,彰化縣,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,南投縣,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,雲林縣,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,台南市,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,高雄市,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,屏東縣,　,1
花卉,玫瑰,黃色系：漂亮寶貝、蘋果綠,花蓮縣,　,1
花卉,火鶴花,白色系：香檳、愛可洛波,台南市,　,1
花卉,火鶴花,粉色系：總統、雞冠火鶴,台中市,　,1
花卉,火鶴花,粉色系：總統、雞冠火鶴,南投縣,　,1
花卉,火鶴花,粉色系：總統、雞冠火鶴,嘉義縣,　,1
花卉,火鶴花,粉色系：總統、雞冠火鶴,高雄市,　,1
花卉,火鶴花,粉色系：總統、雞冠火鶴,屏東縣,　,1
花卉,火鶴花,紅色系：亞利桑那、肯肯,台中市,　,1
花卉,火鶴花,紅色系：亞利桑那、肯肯,南投縣,　,1
花卉,火鶴花,紅色系：亞利桑那、肯肯,嘉義縣,　,1
花卉,火鶴花,紅色系：亞利桑那、肯肯,高雄市,　,1
花卉,火鶴花,紅色系：亞利桑那、肯肯,屏東縣,　,1
花卉,火鶴花,雙色系：樂園、女神、珊瑚粉Baron、阿明哥、千里達,台中市,　,1
花卉,火鶴花,雙色系：樂園、女神、珊瑚粉Baron、阿明哥、千里達,南投縣,　,1
花卉,火鶴花,雙色系：樂園、女神、珊瑚粉Baron、阿明哥、千里達,嘉義縣,　,1
花卉,火鶴花,雙色系：樂園、女神、珊瑚粉Baron、阿明哥、千里達,高雄市,　,1
花卉,火鶴花,雙色系：樂園、女神、珊瑚粉Baron、阿明哥、千里達,屏東縣,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl Taida 96,雲林縣,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl Taida 96,嘉義縣,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl Taida 96,台南市,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl Taida 96,台東縣,　,1
花卉,蝴蝶蘭,Dtps. I-Hsin Dreamer,雲林縣,　,1
花卉,蝴蝶蘭,Dtps. I-Hsin Dreamer,嘉義縣,　,1
花卉,蝴蝶蘭,Dtps. I-Hsin Dreamer,台南市,　,1
花卉,蝴蝶蘭,Dtps. I-Hsin Dreamer,台東縣,　,1
花卉,蝴蝶蘭,Phal. fortune Saltzman,雲林縣,　,1
花卉,蝴蝶蘭,Phal. fortune Saltzman,嘉義縣,　,1
花卉,蝴蝶蘭,Phal. fortune Saltzman,台南市,　,1
花卉,蝴蝶蘭,Phal. fortune Saltzman,台東縣,　,1
花卉,蝴蝶蘭,Dtps . Taida Fire King ‘Taida Harliquin’,雲林縣,　,1
花卉,蝴蝶蘭,Dtps . Taida Fire King ‘Taida Harliquin’,嘉義縣,　,1
花卉,蝴蝶蘭,Dtps . Taida Fire King ‘Taida Harliquin’,台南市,　,1
花卉,蝴蝶蘭,Dtps . Taida Fire King ‘Taida Harliquin’,台東縣,　,1
花卉,蝴蝶蘭,Phal. Ton Jy Gold ‘YPM2’,雲林縣,　,1
花卉,蝴蝶蘭,Phal. Ton Jy Gold ‘YPM2’,嘉義縣,　,1
花卉,蝴蝶蘭,Phal. Ton Jy Gold ‘YPM2’,台南市,　,1
花卉,蝴蝶蘭,Phal. Ton Jy Gold ‘YPM2’,台東縣,　,1
花卉,蝴蝶蘭,Phal. Brother Girl ‘KHM469’,雲林縣,　,1
花卉,蝴蝶蘭,Phal. Brother Girl ‘KHM469’,嘉義縣,　,1
花卉,蝴蝶蘭,Phal. Brother Girl ‘KHM469’,台南市,　,1
花卉,蝴蝶蘭,Phal. Brother Girl ‘KHM469’,台東縣,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl ‘Fox’,雲林縣,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl ‘Fox’,嘉義縣,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl ‘Fox’,台南市,　,1
花卉,蝴蝶蘭,Dtps. Taida pearl ‘Fox’,台東縣,　,1
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,彰化縣,　,2
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,南投縣,　,2
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,雲林縣,　,2
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,嘉義市,　,2
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,高雄市,　,2
花卉,菊花,切花用(大花)：日本白、花御殿、白乒乓,屏東縣,　,2
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,彰化縣,　,2
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,南投縣,　,2
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,雲林縣,　,2
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,嘉義市,　,2
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,高雄市,　,2
花卉,菊花,切花用(大花)：黃秀鳯、黃精競、白東洋、黃乒乓,屏東縣,　,2
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,彰化縣,　,2
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,南投縣,　,2
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,雲林縣,　,2
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,嘉義市,　,2
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,高雄市,　,2
花卉,菊花,切花用(多花系列)：青心黃、金風車、日本小紅、吉祥小粉,屏東縣,　,2
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,彰化縣,　,2
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,南投縣,　,2
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,雲林縣,　,2
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,嘉義市,　,2
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,高雄市,　,2
花卉,菊花,切花用(多花系列)：德國風車、吉祥金、吉祥黃、龍鳳小黃,屏東縣,　,2
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,彰化縣,　,2
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,南投縣,　,2
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,雲林縣,　,2
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,嘉義市,　,2
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,高雄市,　,2
花卉,菊花,切花用(多花系列)：迷你翠菊、英國風車、舞風車、荷蘭小白,屏東縣,　,2
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,彰化縣,　,2
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,南投縣,　,2
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,雲林縣,　,2
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,嘉義市,　,2
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,高雄市,　,2
花卉,菊花,切花用(多花系列)：彩雲、白鑽石、黃鑽石、日曆小粉,屏東縣,　,2
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,彰化縣,　,2
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,南投縣,　,2
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,雲林縣,　,2
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,嘉義市,　,2
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,高雄市,　,2
花卉,菊花,盆菊用：紅絨、龍鳳紫、F15、木瓜黃、濃露、紅顏、紅玉,屏東縣,　,2
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,彰化縣,　,2
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,南投縣,　,2
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,雲林縣,　,2
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,嘉義市,　,2
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,高雄市,　,2
花卉,菊花,盆菊用：霓紅、露西朵、橘炬、卡碼及幸明,屏東縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,苗栗縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,台中市,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,彰化縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,南投縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,雲林縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,嘉義縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,台南市,　,2
花卉,唐菖蒲(劍蘭、福蘭),白色系：阿姆斯特丹,屏東縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,苗栗縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,台中市,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,彰化縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,南投縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,雲林縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,嘉義縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,台南市,　,2
花卉,唐菖蒲(劍蘭、福蘭),紅色系：曼哈頓、紅美人、櫻紅（高貴）、玫瑰紅、新種紅,屏東縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,苗栗縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,台中市,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,彰化縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,南投縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,雲林縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,嘉義縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,台南市,　,2
花卉,唐菖蒲(劍蘭、福蘭),粉色系：粉巨人、515號、薄粉、青殼粉,屏東縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),苗栗縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),台中市,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),彰化縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),南投縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),雲林縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),嘉義縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),台南市,　,2
花卉,唐菖蒲(劍蘭、福蘭),橘色系：223號紅(卡可尼),屏東縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,苗栗縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,台中市,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,彰化縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,南投縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,雲林縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,嘉義縣,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,台南市,　,2
花卉,唐菖蒲(劍蘭、福蘭),雙色系：雙色金紅,屏東縣,　,2
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,苗栗縣,　,2
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,台中市,　,2
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,彰化縣,　,2
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,南投縣,　,2
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,嘉義縣,　,2
花卉,百合,白色系：馬可波羅、卡沙布蘭卡,台南市,　,2
花卉,百合,橘色系：新燈紅,苗栗縣,　,2
花卉,百合,橘色系：新燈紅,台中市,　,2
花卉,百合,橘色系：新燈紅,彰化縣,　,2
花卉,百合,橘色系：新燈紅,南投縣,　,2
花卉,百合,橘色系：新燈紅,嘉義縣,　,2
花卉,百合,橘色系：新燈紅,台南市,　,2
花卉,百合,雙色系：亞蘭斯、流星,苗栗縣,　,2
花卉,百合,雙色系：亞蘭斯、流星,台中市,　,2
花卉,百合,雙色系：亞蘭斯、流星,彰化縣,　,2
花卉,百合,雙色系：亞蘭斯、流星,南投縣,　,2
花卉,百合,雙色系：亞蘭斯、流星,嘉義縣,　,2
花卉,百合,雙色系：亞蘭斯、流星,台南市,　,2
花卉,百合,黃色系：正義、木瓜黃、小黑貂,苗栗縣,　,2
花卉,百合,黃色系：正義、木瓜黃、小黑貂,台中市,　,2
花卉,百合,黃色系：正義、木瓜黃、小黑貂,彰化縣,　,2
花卉,百合,黃色系：正義、木瓜黃、小黑貂,南投縣,　,2
花卉,百合,黃色系：正義、木瓜黃、小黑貂,嘉義縣,　,2
花卉,百合,黃色系：正義、木瓜黃、小黑貂,台南市,　,2
花卉,百合,粉色系：貝肯多、蒙提司,苗栗縣,　,2
花卉,百合,粉色系：貝肯多、蒙提司,台中市,　,2
花卉,百合,粉色系：貝肯多、蒙提司,彰化縣,　,2
花卉,百合,粉色系：貝肯多、蒙提司,南投縣,　,2
花卉,百合,粉色系：貝肯多、蒙提司,嘉義縣,　,2
花卉,百合,粉色系：貝肯多、蒙提司,台南市,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,台中市,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,台中市,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,彰化縣,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,南投縣,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,雲林縣,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,台南市,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,高雄市,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,屏東縣,　,2
花卉,玫瑰,白色系：青殼白、比浪卡,花蓮縣,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,台中市,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,台中市,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,彰化縣,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,南投縣,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,雲林縣,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,台南市,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,高雄市,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,屏東縣,　,2
花卉,玫瑰,粉色系：黛安娜、巨星、蘇菲亞,花蓮縣,　,2
花卉,玫瑰,紫色系：紫精靈,台中市,　,2
花卉,玫瑰,紫色系：紫精靈,台中市,　,2
花卉,玫瑰,紫色系：紫精靈,彰化縣,　,2
花卉,玫瑰,紫色系：紫精靈,南投縣,　,2
花卉,玫瑰,紫色系：紫精靈,雲林縣,　,2
花卉,玫瑰,紫色系：紫精靈,台南市,　,2
花卉,玫瑰,紫色系：紫精靈,高雄市,　,2
花卉,玫瑰,紫色系：紫精靈,屏東縣,　,2
花卉,玫瑰,紫色系：紫精靈,花蓮縣,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,台中市,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,台中市,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,彰化縣,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,南投縣,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,雲林縣,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,台南市,　,2
花卉,玫瑰,紅色系：大雷射、佳娜紅,高雄市,　,2
